location,airport,iata,latitude,longitude,region
Pardubice,Pardubice Airport,PED,50.015049,15.73981,Europe
Prague,Václav Havel Airport,PRG,50.100874,14.259911,Europe
Baden-Baden/Karlsruhe,Karlsruhe/Baden-Baden Airport,FKB,48.7794,8.0805,Europe
Berlin,Berlin Brandenburg Airport,BER,52.361738,13.502341,Europe
Bremen,Bremen Airport,BRE,53.046786,8.78932,Europe
Cologne/Bonn,Cologne/Bonn Airport,CGN,50.865898,7.14274,Europe
Dortmund,Dortmund Airport,DTM,51.518299,7.61224,Europe
Düsseldorf,Düsseldorf Airport,DUS,51.289501,6.76678,Europe
Frankfurt,Frankfurt Airport,FRA,50.026706,8.55835,Europe
Freiburg im Breisgau,EuroAirport Basel–Mulhouse–Freiburg,BSL/MLH/EAP,,,Europe
Friedrichshafen,Friedrichshafen Airport,FDH,47.671299,9.51149,Europe
Hamburg,Hamburg Airport,HAM,53.630402,9.98823,Europe
Hanover,Hannover Airport,HAJ,52.461102,9.68508,Europe
Leipzig,Leipzig/Halle Airport,LEJ,51.420657,12.232705,Europe
Lübeck,Lübeck Airport,LBC,53.805401,10.7192,Europe
Memmingen,Memmingen Airport,FMM,47.988092,10.238248,Europe
Munich,Munich Airport,MUC,48.353802,11.7861,Europe
Nuremberg,Nuremberg Airport,NUE,49.498699,11.078056,Europe
Stuttgart,Stuttgart Airport,STR,48.689899,9.22196,Europe
Weeze,Weeze Airport,NRN,51.601362,6.141228,Europe
Budapest,Budapest Ferenc Liszt International Airport,BUD,47.43018,19.262393,Europe
Debrecen,Debrecen International Airport,DEB,47.489469,21.616278,Europe
Győr,Győr-Pér International Airport,QGY,,,Europe
Hévíz,Hévíz-Balaton Airport,SOB,46.686391,17.159084,Europe
Bydgoszcz,Bydgoszcz Ignacy Jan Paderewski Airport,BZG,53.096802,17.977699,Europe
Gdańsk,Gdańsk Lech Wałęsa Airport,GDN,54.377602,18.4662,Europe
Katowice,Katowice Airport,KTW,50.476015,19.080705,Europe
Kraków,Kraków John Paul II International Airport,KRK,50.077702,19.7848,Europe
Lublin,Lublin Airport,LUZ,51.240157,22.713461,Europe
Łódź,Łódź Władysław Reymont Airport,LCJ,51.721901,19.3981,Europe
Olsztyn,Olsztyn-Mazury Airport,SZY,53.481899,20.9377,Europe
Poznań,Poznań–Ławica Airport,POZ,52.421598,16.823359,Europe
Rzeszów,Rzeszów–Jasionka Airport,RZE,50.109791,22.024155,Europe
Szczecin,Solidarity Szczecin–Goleniów Airport,SZZ,53.584702,14.9022,Europe
Warsaw,Warsaw Chopin Airport,WAW,52.165699,20.9671,Europe
Wrocław,Wrocław Airport,WRO,51.103719,16.882096,Europe
Bratislava,Bratislava Airport,BTS,48.1702,17.2127,Europe
Košice,Košice International Airport,KSC,48.663101,21.2411,Europe
Piešťany,Piešťany Airport,PZY,48.62519836425781,17.828399658203125,Europe
Poprad,Poprad-Tatry Airport,TAT,49.070994,20.241394,Europe
Žilina,Žilina Airport,ILZ,49.233292,18.613386,Europe
Basel,EuroAirport Basel Mulhouse Freiburg,BSL/MLH/EAP,,,Europe
Bern,Bern Airport,BRN,46.912736,7.498819,Europe
Geneva,Geneva Airport,GVA,46.238098,6.10895,Europe
Lugano,Lugano Airport,LUG,46.004299,8.91058,Europe
St. Gallen,St. Gallen–Altenrhein Airport,ACH,47.485001,9.56077,Europe
Zürich,Zurich Airport,ZRH,47.458056,8.548056,Europe
Brač,Brač Airport,BWK,43.284454,16.678362,Europe
Dubrovnik,Dubrovnik Airport,DBV,42.562247,18.265543,Europe
Mali Lošinj,Lošinj Airport,LSZ,44.566985,14.393883,Europe
Osijek,Osijek Airport,OSI,45.462355,18.811278,Europe
Pula,Pula Airport,PUY,44.893501,13.9222,Europe
Rijeka,Rijeka Airport,RJK,45.216376,14.57085,Europe
Split,Split Airport,SPU,43.538898,16.298,Europe
Zadar,Zadar Airport,ZAD,44.096986,15.353565,Europe
Zagreb,Zagreb Airport,ZAG,45.742901,16.0688,Europe
Athens,Athens International Airport,ATH,37.936401,23.9445,Europe
Cephalonia,Kefalonia Island International Airport,EFL,38.12009811401367,20.500499725341797,Europe
Chania,Chania International Airport,CHQ,35.531207,24.150673,Europe
Chios,Chios Island National Airport,JKH,38.34320068359375,26.140600204467773,Europe
Corfu,Corfu International Airport,CFU,39.60145,19.912179,Europe
Heraklion,Heraklion International Airport,HER,35.339699,25.1803,Europe
Kalamata,Kalamata International Airport,KLX,37.06829833984375,22.02549934387207,Europe
Karpathos,Karpathos Island National Airport,AOK,35.421398,27.146,Europe
Kavala,Kavala International Airport,KVA,40.9133,24.6192,Europe
Kos,Kos International Airport,KGS,36.794523,27.09115,Europe
Mykonos,Mykonos Airport,JMK,37.435101,25.348101,Europe
Mytilene,Mytilene International Airport,MJT,39.057406,26.598629,Europe
Preveza,Aktion National Airport,PVK,38.925499,20.765301,Europe
Rhodes,Rhodes International Airport,RHO,36.405399,28.086201,Europe
Samos,Samos International Airport,SMI,37.689999,26.911699,Europe
Santorini,Santorini (Thira) International Airport,JTR,36.400045,25.478638,Europe
Skiathos,Skiathos International Airport,JSI,39.177101,23.5037,Europe
Skyros,Skyros Island National Airport,SKU,38.9676017761,24.4871997833,Europe
Thessaloniki,Thessaloniki Airport,SKG,40.51928,22.970009,Europe
Volos,Nea Anchialos National Airport,VOL,39.219601,22.7943,Europe
Zakynthos,Zakynthos International Airport,ZTH,37.7509,20.8843,Europe
Alghero,Fertilia Airport,AHO,40.632099,8.29077,Europe
Ancona,Ancona Airport,AOI,43.616299,13.3623,Europe
Bari,Palese Airport,BRI,41.138901,16.760599,Europe
Bergamo,Orio al Serio Airport,BGY,45.669362,9.708851,Europe
Bologna,Bologna Airport,BLQ,44.5354,11.2887,Europe
Brescia,Brescia Airport,VBS,45.428902,10.3306,Europe
Brindisi,Brindisi Airport,BDS,40.6576,17.947001,Europe
Cagliari,Cagliari Airport,CAG,39.251499,9.05428,Europe
Catania,Fontanarossa Airport,CTA,37.466801,15.0664,Europe
Cuneo,Cuneo Levaldigi Airport,CUF,44.547458,7.623045,Europe
Florence,Peretola Airport,FLR,43.808558,11.202822,Europe
Genoa,Cristoforo Colombo Airport,GOA,44.412039,8.840732,Europe
Lamezia,Lamezia Terme Airport,SUF,38.906214,16.246007,Europe
Milan,Linate Airport,LIN,45.445099,9.27674,Europe
Naples,Naples International Airport,NAP,40.886002,14.2908,Europe
Olbia,Costa Smeralda Airport,OLB,40.898953,9.518457,Europe
Palermo,Palermo Airport,PMO,38.175999,13.091,Europe
Parma,Giuseppe Verdi Airport,PMF,44.826351,10.29705,Europe
Perugia,San Egidio Airport,PEG,43.095901,12.5132,Europe
Pescara,Abruzzo Airport,PSR,42.431079,14.182981,Europe
Pisa,Galileo Galilei Airport,PSA,43.683899,10.3927,Europe
Rimini,Federico Fellini Airport,RMI,44.020024,12.612198,Europe
Rome,Leonardo da Vinci–Fiumicino Airport,FCO,41.804532,12.251998,Europe
Salerno,Salerno Costa d'Amalfi Airport,QSR,40.620399,14.9113,Europe
Trapani,Vincenzo Florio Airport,TPS,37.9114,12.488,Europe
Trieste,Friuli Venezia Giulia Airport,TRS,45.827862,13.466672,Europe
Turin,Caselle Airport,TRN,45.200802,7.64963,Europe
Venice,Venice Marco Polo Airport,VCE,45.505299,12.3519,Europe
Verona,Verona Villafranca Airport,VRN,45.394955,10.887303,Europe
Ħal Luqa,Malta International Airport,MLA,35.845932,14.491546,Europe
Beja,Beja Airport,BYJ,38.078899,-7.9324,Europe
Faro,Faro Airport,FAO,37.015909,-7.970939,Europe
Funchal,Madeira Airport,FNC,32.697812,-16.774613,Europe
Lisbon,Lisbon Airport,LIS,38.7813,-9.13592,Europe
Ponta Delgada,João Paulo II Airport,PDL,37.7411994934,-25.6979007721,Europe
Porto,Porto Airport,OPO,41.2481002808,-8.68138980865,Europe
Porto Santo Island,Porto Santo Airport,PXO,33.0733985901,-16.3500003815,Europe
Terceira Island,Lajes Airport,TER,38.761799,-27.090799,Europe
Ljubljana,Ljubljana Jože Pučnik Airport,LJU,46.223701,14.4576,Europe
Maribor,Maribor Edvard Rusjan Airport,MBX,46.4799,15.6861,Europe
Portorož,Portorož Airport,POW,45.47201,13.615951,Europe
A Coruña,A Coruña Airport,LCG,43.302101,-8.37726,Europe
Alicante,Alicante–Elche Miguel Hernández Airport,ALC,38.2822,-0.558156,Europe
Almería,Almería Airport,LEI,36.843899,-2.3701,Europe
Asturias,Asturias Airport,OVD,43.563599,-6.03462,Europe
Barcelona,Josep Tarradellas Barcelona–El Prat Airport,BCN,41.2971,2.07846,Europe
Bilbao,Bilbao Airport,BIO,43.301102,-2.91061,Europe
Castellón de la Plana,Castellón–Costa Azahar Airport,CDT,40.213889,0.073333,Europe
Fuerteventura,Fuerteventura Airport,FUE,28.4527,-13.8638,Europe
Girona,Girona-Costa Brava Airport,GRO,41.904639,2.761774,Europe
Gran Canaria,Gran Canaria Airport,LPA,27.9319,-15.3866,Europe
Granada,Federico García Lorca Granada Airport,GRX,37.188702,-3.77736,Europe
Huesca,Huesca-Pirineos Airport,HSK,42.076099,-0.316667,Europe
Ibiza,Ibiza Airport,IBZ,38.872898,1.37312,Europe
Jerez de la Frontera,Jerez Airport,XRY,36.744598,-6.06011,Europe
La Palma,La Palma Airport,SPC,28.626499,-17.7556,Europe
Lanzarote,Lanzarote Airport,ACE,28.945499,-13.6052,Europe
Lleida,Alguaire Airport,ILD,41.728185,0.535023,Europe
Madrid,Madrid-Barajas Airport,MAD,40.493407,-3.572249,Europe
Málaga,Málaga Airport,AGP,36.6749,-4.49911,Europe
Menorca,Menorca Airport,MAH,39.862598,4.21865,Europe
Murcia,Región de Murcia International Airport,RMU,37.802852,-1.124884,Europe
Palma de Mallorca,Palma de Mallorca Airport,PMI,39.551701,2.73881,Europe
Pamplona,Pamplona Airport,PNA,42.77,-1.64633,Europe
Reus,Reus Airport,REU,41.147509,1.168354,Europe
Santander,Santander Airport,SDR,43.427101,-3.82001,Europe
Santiago de Compostela,Santiago de Compostela Airport,SCQ,42.896301,-8.41514,Europe
Seville,Seville Airport,SVQ,37.417999,-5.89311,Europe
Tenerife,Tenerife North–Ciudad de La Laguna Airport,TFN,28.482752,-16.341707,Europe
Valencia,Valencia Airport,VLC,39.489162,-0.480961,Europe
Valladolid,Valladolid Airport,VLL,41.7061,-4.85194,Europe
Vigo,Vigo–Peinador Airport,VGO,42.2318,-8.62677,Europe
Vitoria-Gasteiz,Vitoria Airport,VIT,42.882801,-2.72447,Europe
Zaragoza,Zaragoza Airport,ZAZ,41.666199,-1.04155,Europe
Kukes,Kukës International Airport Zayed,KFZ,42.035802,20.415955,Europe
Tirana,Tirana International Airport Nënë Tereza,TIA,41.4147,19.7206,Europe
Grodno,Hrodna Airport,GNA,53.602001,24.053801,Europe
Gomel,Gomel Airport,GME,52.527000427246094,31.016700744628906,Europe
Minsk,Minsk International Airport,MSQ,53.888071,28.039964,Europe
Banja Luka,Banja Luka International Airport,BNX,44.941399,17.297501,Europe
Mostar,Mostar International Airport,OMO,43.282489,17.846101,Europe
Sarajevo,Sarajevo International Airport,SJJ,43.8246,18.331499,Europe
Tuzla,Tuzla International Airport,TZL,44.459858,18.723627,Europe
Burgas,Burgas Airport,BOJ,42.569917,27.515173,Europe
Plovdiv,Plovdiv Airport,PDV,42.067799,24.8508,Europe
Sofia,Sofia Airport,SOF,42.696357,23.417671,Europe
Varna,Varna Airport,VAR,43.232101,27.8251,Europe
Pristina,Pristina International Airport,PRN,42.5728,21.035801,Europe
Chişinău,Chișinău International Airport,RMO,46.92774,28.931704,Europe
Arad,Arad International Airport,ARW,46.176136,21.264322,Europe
Bacau,George Enescu International Airport,BCM,46.5219,26.910299,Europe
Baia Mare,Maramureș Airport,BAY,47.658444,23.464445,Europe
Brașov,Brașov-Ghimbav International Airport,GHV,45.70558,25.522871,Europe
Bucharest,Henri Coandă International Airport,OTP,44.571792,26.103285,Europe
Cluj-Napoca,Cluj-Napoca International Airport,CLJ,46.786042,23.685733,Europe
Constanța,Mihail Kogălniceanu International Airport,CND,44.362202,28.4883,Europe
Craiova,Craiova International Airport,CRA,44.3181,23.888599,Europe
Iași,Iași International Airport,IAS,47.179633,27.621431,Europe
Oradea,Oradea International Airport,OMR,47.025299,21.9025,Europe
Satu Mare,Satu Mare International Airport,SUJ,47.7033,22.8857,Europe
Sibiu,Sibiu International Airport,SBZ,45.785841,24.086666,Europe
Suceava,Suceava International Airport,SCV,47.6875,26.354099,Europe
Târgu Mureș,Târgu Mureș International Airport,TGM,46.467701,24.4125,Europe
Timișoara,Timișoara Traian Vuia International Airport,TSR,45.809898,21.3379,Europe
Podgorica,Podgorica Airport,TGD,42.359402,19.2519,Europe
Tivat,Tivat Airport,TIV,42.404701,18.723301,Europe
Ohrid,Ohrid St. Paul the Apostle Airport,OHD,41.18,20.7423,Europe
Skopje,Skopje International Airport,SKP,41.958087,21.622581,Europe
Abakan,Abakan International Airport,ABA,53.740002,91.385002,Europe
Anadyr,Ugolny Airport,DYR,64.734902,177.740997,Europe
Anapa,Anapa Airport,AAQ,45.002102,37.347301,Europe
Arkhangelsk,Talagi Airport,ARH,64.60030364990234,40.71670150756836,Europe
Astrakhan,Narimanovo Airport,ASF,46.282843,48.010511,Europe
Barnaul,Barnaul Airport,BAX,53.361285,83.539701,Europe
Belgorod,Belgorod International Airport,EGO,50.643798828125,36.5900993347168,Europe
Blagoveshchensk,Ignatyevo Airport,BQS,50.426723,127.415502,Europe
Bratsk,Bratsk Airport,BTK,56.3696,101.701822,Europe
Bryansk,Bryansk International Airport,BZK,53.214403,34.175965,Europe
Cheboksary,Cheboksary International Airport,CSY,56.090302,47.347301,Europe
Chelyabinsk,Chelyabinsk Airport,CEK,55.303141,61.504927,Europe
Cherepovets,Cherepovets Airport,CEE,59.273601532,38.015800476100004,Europe
Chita,Chita-Kadala International Airport,HTA,52.024841,113.305839,Europe
Elista,Elista Airport,ESL,46.373901,44.330898,Europe
Grozny,Grozny Airport,GRV,43.388106,45.699772,Europe
Irkutsk,Irkutsk Airport,IKT,52.266707,104.395563,Europe
Kaliningrad,Khrabrovo Airport,KGD,54.89161,20.598559,Europe
Kazan,Kazan Airport,KZN,55.606201,49.278702,Europe
Khabarovsk,Khabarovsk Novy Airport,KHV,48.528338,135.188588,Europe
Komsomolsk-on-Amur,Komsomolsk-on-Amur Airport,KXK,50.409,136.934006,Europe
Krasnodar,Pashkovsky Airport,KRR,45.034465,39.174215,Europe
Krasnoyarsk,Yemelyanovo International Airport,KJA,56.175743,92.485788,Europe
Kursk,Kursk Vostochny Airport,URS,51.7505989074707,36.29560089111328,Europe
Magadan,Sokol Airport,GDX,59.9109992980957,150.72000122070312,Europe
Magnitogorsk,Magnitogorsk International Airport,MQF,53.391991,58.755235,Europe
Makhachkala,Uytash Airport,MCX,42.816799,47.652302,Europe
Mineralnye Vody,Mineralnye Vody Airport,MRV,44.225101,43.081902,Europe
Moscow,Domodedovo International Airport,DME,55.408798,37.9063,Europe
Murmansk,Murmansk Airport,MMK,68.7817,32.750801,Europe
Nalchik,Nalchik Airport,NAL,43.512901,43.6366,Europe
Nizhnekamsk,Begishevo Airport,NBC,55.564701,52.092499,Europe
Nizhnevartovsk,Nizhnevartovsk Airport,NJC,60.949299,76.483597,Europe
Nizhny Novgorod,Strigino Airport,GOJ,56.227351,43.785152,Europe
Novokuznetsk,Spichenkovo Airport,NOZ,53.811401,86.877197,Europe
Novosibirsk,Tolmachevo Airport,OVB,55.019756,82.618675,Europe
Omsk,Omsk Tsentralny Airport,OMS,54.963124,73.312418,Europe
Orenburg,Orenburg Tsentralny Airport,REN,51.792668,55.457229,Europe
Orsk,Orsk Airport,OSW,51.072498,58.5956,Europe
Perm,Perm International Airport,PEE,57.914501,56.021198,Europe
Petrozavodsk,Petrozavodsk Airport,PES,61.885201,34.154701,Europe
Provideniya,Provideniya Bay Airport,PVS,64.378098,-173.242996,Europe
Petropavlovsk-Kamchatsky,Yelizovo Airport,PKC,53.168716,158.451068,Europe
Pskov,Pskov Airport,PKV,57.781316,28.39384,Europe
Rostov-on-Don,Platov International Airport,ROV,47.493888,39.924722,Europe
St. Petersburg,Pulkovo Airport,LED,59.800301,30.262501,Europe
Samara,Samara Kurumoch Airport,KUF,53.504902,50.164299,Europe
Saratov,Saratov Gagarin Airport,GSV,51.712778,46.171111,Europe
Sochi,Sochi International Airport,AER,43.449902,39.9566,Europe
Stavropol,Stavropol Shpakovskoye Airport,STW,45.10919952392578,42.11280059814453,Europe
Surgut,Farman Salmanov Surgut Airport,SGC,61.340501,73.405782,Europe
Syktyvkar,Syktyvkar Airport,SCW,61.64699935913086,50.84510040283203,Europe
Tomsk,Bogashevo Airport,TOF,56.380299,85.208298,Europe
Tyumen,Roshchino International Airport,TJM,57.178984,65.327696,Europe
Ulan-Ude,Baikal International Airport,UUD,51.808614,107.439652,Europe
Ulyanovsk,Ulyanovsk Baratayevka Airport,ULV,54.27016,48.225569,Europe
Ufa,Ufa International Airport,UFA,54.557499,55.874401,Europe
Vladivostok,Vladivostok International Airport,VVO,43.396256,132.148155,Europe
Vladikavkaz,Beslan Airport,OGZ,43.205101,44.606602,Europe
Volgograd,Volgograd International Airport,VOG,48.78134,44.339194,Europe
Voronezh,Voronezh International Airport,VOZ,51.814324,39.230948,Europe
Yakutsk,Yakutsk Airport,YKS,62.0933,129.770996,Europe
Yaroslavl,Tunoshna Airport,IAR,57.560699,40.157398,Europe
Yekaterinburg,Koltsovo International Airport,SVX,56.743099212646,60.802700042725,Europe
Yuzhno-Sakhalinsk,Yuzhno-Sakhalinsk Airport,UUS,46.885461,142.717466,Europe
Belgrade,Belgrade Nikola Tesla Airport,BEG,44.818401,20.309099,Europe
Kraljevo,Morava Airport,KVO,43.817519,20.586662,Europe
Niš,Niš Constantine the Great Airport,INI,43.336538,21.856242,Europe
Chernivtsi,Chernivtsi International Airport,CWC,48.259300231933594,25.98080062866211,Europe
Ivano-Frankivsk,Ivano-Frankivsk International Airport,IFO,48.88420104980469,24.686100006103516,Europe
Kharkiv,Kharkiv International Airport,HRK,49.926943,36.290814,Europe
Kryvyi Rih,Kryvyi Rih International Airport,KWG,48.04330062866211,33.209999084472656,Europe
Kyiv,Boryspil International Airport,KBP,50.345001,30.894699,Europe
Lviv,Lviv Danylo Halytskyi International Airport,LWO,49.8125,23.9561,Europe
Mykolaiv,Mykolaiv International Airport,NLV,,,Europe
Odesa,Odesa International Airport,ODS,46.427196,30.672649,Europe
Poltava,Poltava Airport,PLV,49.5686,34.397202,Europe
Simferopol,Simferopol International Airport,SIP,45.0522,33.975101,Europe
Uzhhorod,Uzhhorod International Airport,UDJ,48.6343,22.263399,Europe
Zaporizhzhia,Zaporizhzhia International Airport,OZH,47.866962,35.314723,Europe
Pärnu,Pärnu Airport,EPU,58.41899871826172,24.47279930114746,Europe
Tallinn,Lennart Meri Tallinn Airport,TLL,59.413246,24.83264,Europe
Tartu,Tartu Airport,TAY,58.307438,26.686473,Europe
Riga,Riga International Airport,RIX,56.920752,23.970711,Europe
Ventspils,Ventspils International Airport,VNT,57.3578,21.544201,Europe
Kaunas,Kaunas Airport,KUN,54.963965,24.08582,Europe
Palanga,Palanga International Airport,PLQ,55.973202,21.093901,Europe
Šiauliai,Šiauliai International Airport,SQQ,55.89390182495117,23.395000457763672,Europe
Vilnius,Vilnius Airport,VNO,54.634102,25.285801,Europe
Aalborg,Aalborg Airport,AAL,57.094763,9.84993,Europe
Aarhus,Aarhus Airport,AAR,56.303331,10.618286,Europe
Billund,Billund Airport,BLL,55.740335,9.157019,Europe
Copenhagen,Copenhagen Airport,CPH,55.617900848389,12.656000137329,Europe
Vágar (Faroe Islands),Vágar Airport,FAE,62.063256,-7.275782,Europe
Åland,Mariehamn Airport,MHQ,60.1222,19.898199,Europe
Helsinki,Helsinki-Vantaa Airport,HEL,60.318363,24.963341,Europe
Kittilä,Kittilä Airport,KTT,67.700996,24.8468,Europe
Kuopio,Kuopio Airport,KUO,63.007099,27.7978,Europe
Kuusamo,Kuusamo Airport,KAO,65.987602,29.239401,Europe
Lappeenranta,Lappeenranta Airport,LPP,61.044601,28.144743,Europe
Oulu,Oulu Airport,OUL,64.930099,25.354601,Europe
Rovaniemi,Rovaniemi Airport,RVN,66.563327,25.829751,Europe
Savonlinna,Savonlinna Airport,SVL,61.9431,28.945101,Europe
Tampere,Tampere–Pirkkala Airport,TMP,61.414101,23.604401,Europe
Turku,Turku Airport,TKU,60.514099,22.2628,Europe
Vaasa,Vaasa Airport,VAA,63.05023,21.762543,Europe
Akureyri,Akureyri Airport,AEY,65.656573,-18.072018,Europe
Egilsstaðir,Egilsstaðir Airport,EGS,65.2833023071289,-14.401399612426758,Europe
Reykjavík,Keflavik International Airport,KEF,63.985001,-22.6056,Europe
Ålesund,Ålesund Airport,AES,62.560443,6.110845,Europe
Bergen,Bergen Airport,BGO,60.2934,5.21814,Europe
Bodø,Bodø Airport,BOO,67.269203,14.3653,Europe
Haugesund,Haugesund Airport,HAU,59.345299,5.20836,Europe
Kristiansand,"Kristiansand Airport, Kjevik",KRS,58.204201,8.08537,Europe
Kristiansund,"Kristiansund Airport, Kvernberget",KSU,63.111801,7.82452,Europe
Oslo,"Oslo Airport, Gardermoen",OSL,60.193901,11.1004,Europe
Stavanger,Stavanger Airport,SVG,58.876701,5.63778,Europe
Tromsø,Tromsø Airport,TOS,69.683296,18.9189,Europe
Trondheim,Trondheim Airport,TRD,63.457802,10.924,Europe
Gothenburg,Göteborg Landvetter Airport,GOT,57.6628,12.2798,Europe
Luleå,Luleå Airport,LLA,65.5438,22.122,Europe
Malmö,Malmö Airport,MMX,55.535564,13.376327,Europe
Norrköping,Norrköping Airport,NRK,58.586299896240234,16.250600814819336,Europe
Östersund,Åre Östersund Airport,OSD,63.193546,14.504168,Europe
Stockholm,Stockholm Arlanda Airport,ARN,59.64849,17.928829,Europe
Sundsvall,Sundsvall–Timrå Airport,SDL,62.528099060058594,17.443899154663086,Europe
Umeå,Umeå Airport,UME,63.791801,20.282801,Europe
Växjö,Växjö Airport,VXO,56.929100036621094,14.727999687194824,Europe
Visby,Visby Airport,VBY,57.6628,18.346201,Europe
Pago Pago,Pago Pago International Airport,PPG,-14.331,-170.710007,Oceania
Adelaide,Adelaide Airport,ADL,-34.947512,138.533393,Oceania
Brisbane,Brisbane Airport,BNE,-27.384199142456055,153.11700439453125,Oceania
Broome,Broome International Airport,BME,-17.949194,122.2283,Oceania
Cairns,Cairns Airport,CNS,-16.878921,145.74948,Oceania
Canberra,Canberra Airport,CBR,-35.3069,149.195007,Oceania
Darwin,Darwin International Airport,DRW,-12.41497,130.88185,Oceania
Gold Coast,Gold Coast Airport,OOL,-28.165962,153.506641,Oceania
Hobart,Hobart Airport,HBA,-42.837032,147.513022,Oceania
Horn Island,Horn Island Airport,HID,-10.585636,142.29277,Oceania
Melbourne,Melbourne Airport,MEL,-37.670732,144.837898,Oceania
Newcastle,Newcastle Airport,NTL,-32.796114,151.835025,Oceania
Perth,Perth Airport,PER,-31.94029998779297,115.96700286865234,Oceania
Sunshine Coast,Sunshine Coast Airport,MCY,-26.593324,153.08319,Oceania
Sydney,Sydney Airport,SYD,-33.946098,151.177002,Oceania
Flying Fish Cove,Christmas Island Airport,XCH,-10.450387,105.6911,Oceania
Cocos (Keeling) Islands,Cocos (Keeling) Islands Airport,CCK,-12.192218,96.834103,Oceania
Avarua,Rarotonga Airport,RAR,-21.2027,-159.806,Oceania
Hanga Roa,Mataveri International Airport,IPC,-27.165411,-109.421027,Oceania
Nadi,Nadi International Airport,NAN,-17.761822,177.437843,Oceania
Suva,Nausori International Airport,SUV,-18.044226,178.561486,Oceania
Papeete,Faa'a International Airport,PPT,-17.553472,-149.606936,Oceania
Hagåtña,Antonio B. Won Pat International Airport,GUM,13.485,144.797282,Oceania
Kiritimati,Cassidy International Airport,CXI,1.986278,-157.350011,Oceania
Tarawa,Bonriki International Airport,TRW,1.38164,173.147003,Oceania
Kwajalein,Bucholz Army Airfield,KWA,8.720120429992676,167.73199462890625,Oceania
Majuro,Marshall Islands International Airport,MAJ,7.06511,171.271656,Oceania
Chuuk,Chuuk International Airport,TKK,7.46187,151.843002,Oceania
Kosrae,Kosrae International Airport,KSA,5.35698,162.957993,Oceania
Pohnpei,Pohnpei International Airport,PNI,6.985082,158.20992,Oceania
Yap,Yap International Airport,YAP,9.49891,138.082993,Oceania
Yaren District,Nauru International Airport,INU,-0.547893,166.919525,Oceania
Nouméa,La Tontouta International Airport,NOU,-22.014601,166.212997,Oceania
Auckland,Auckland Airport,AKL,-37.01199,174.786331,Oceania
Christchurch,Christchurch Airport,CHC,-43.489029,172.532065,Oceania
Dunedin,Dunedin Airport,DUD,-45.929017,170.197758,Oceania
Hamilton,Hamilton Airport,HLZ,-37.866961,175.331952,Oceania
Queenstown,Queenstown Airport,ZQN,-45.019205,168.746379,Oceania
Wellington,Wellington Airport,WLG,-41.326839,174.806862,Oceania
Alofi,Niue International Airport,IUE,-19.080109,-169.923493,Oceania
Burnt Pine,Norfolk Island Airport,NLK,-29.041759,167.939474,Oceania
Rota,Rota International Airport,ROP,14.173267,145.241103,Oceania
Saipan,Saipan International Airport,SPN,15.119384,145.728848,Oceania
Tinian,Tinian International Airport,TIQ,14.999207,145.619355,Oceania
Koror,Roman Tmetuchl International Airport,ROR,7.366965,134.544085,Oceania
Daru,Daru Airport,DAU,-9.08676,143.207993,Oceania
Mount Hagen,Mount Hagen Airport,HGU,-5.828212,144.299412,Oceania
Port Moresby,Jacksons International Airport,POM,-9.443380355834961,147.22000122070312,Oceania
Apia,Faleolo International Airport,APW,-13.83,-172.007996,Oceania
Honiara,Honiara International Airport,HIR,-9.428,160.054993,Oceania
Nukuʻalofa,Fuaʻamotu International Airport,TBU,-21.241438,-175.149164,Oceania
Vavaʻu,Vavaʻu International Airport,VAV,-18.5853,-173.962006,Oceania
Funafuti,Funafuti International Airport,FUN,-8.523885,179.196976,Oceania
Luganville,Santo-Pekoa International Airport,SON,-15.505000114399998,167.220001221,Oceania
Port Vila,Bauerfield International Airport,VLI,-17.699301,168.320007,Oceania
Futuna,Pointe Vele Airport,FUT,-14.311565,-178.066492,Oceania
Wallis,Hihifo Airport,WLS,-13.239445,-176.19865,Oceania
